0,1,2,3,4,5,6,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var,,,,,,,,,,,,,,,,
2006,Interview in person,not an outspoken atheist,recorded for general public,About Muslim fundamentalists,TRUE,TRUE,0,0.14919354838709678,0,0,0,0,-0.399216216,0,0,0,0.5,0.004451743,0.031874717,,,About Christians,TRUE,FALSE,0.030853529,0.012944983818770229,0.047249698,0,0.046533713,0.037098139494634794,-0.031864815,0.078658882,0,0.028432688172043006,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About Muslims,FALSE,FALSE,0.030821917808219176,0.040598291,0.075298048,0,0,-0.060255556,0.032568421,0.11623075396825396,0,0,0.8,0.00099069,0.004158257,,,About moderate Christians,FALSE,FALSE,0,0.096366885,0.054564291,0,0.037851038,0,-0.006916562,0.057487302,0,-0.021617742,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About Muslims,FALSE,TRUE,0,0,0,0.20253164556962025,0,0,0,0,-0.061649219,0,2,0.008203813,0.000760125,,,About moderate Christians,TRUE,FALSE,0.034206338,0.018099070260464183,0.046475908,0.029559711208427035,0.033434447496947496,-0.022451651,-0.01828869,0.041912204,0.073420504,0.021842387451258414,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About Muslims,TRUE,FALSE,0.055995517,0,0.043795913,0.021804308146469074,0.060482655,-0.076885474,0,0.012123898,0.003303824,0.00207174,1.2142857142857142,0.000639163,0.001342058,,,About moderate Christians,FALSE,FALSE,0,0,0.1241469408298915,0,0.06300813,0,0,-0.147619615,0,-0.124070161,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About Muslims,TRUE,TRUE,0.080422639,0.027044639947865757,0.047415485278080705,0,0.011764706,-0.10661824,-0.033054881,-0.039624516,0,0.007515,1.1111111111111112,0.001007894,0.002046199,,,About moderate Christians,TRUE,FALSE,0.023880597,0,0.02,0.030508474576271188,0.10081300813008129,-0.087280625,0,-0.04768,-0.018288889,0.1985122580645161,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About other religious people,FALSE,FALSE,0.2,0,0,0.092592593,0,0.34781375,0,0,0.018589999999999995,0,2,0.007862826,0.023617412796562494,,,About Christian theologians,FALSE,TRUE,0,0.083333333,0.125,0,0,0,-0.112696667,0.014300000000000004,0,0,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About other religious people,TRUE,TRUE,0,0.023102310231023104,0.0625,0,0.049999999999999996,0,-0.000897619,0.16113055555555553,0,-0.059580556,0.75,0.000815592,0.006871881,,,About Christian theologians,TRUE,FALSE,0,0,0.050420168067226885,0,0,0,0,0.11496666666666665,0,0,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About religious fundamentalists,FALSE,FALSE,0.033537832,0.022148394,0,0,0.024691358024691357,-0.004443089,0.039925,0,0,-0.074377778,1,0.000233222,0.001710806,,,About Christian theologians,TRUE,TRUE,0,0,0.051126462534229526,0.042307692,0.038690476190476185,0,0,0.073599702,-0.096809091,-0.046459615,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About religious moderates,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,,,About moderate Christians,TRUE,TRUE,0,0.029838709677419355,0.042610572,0,0.071428571,0,-0.079843243,-0.053644127,0,-0.077864,Christians
2006,Interview in person,not an outspoken atheist,recorded for general public,About religious moderates,TRUE,FALSE,0,0.047138047,0,0.0456621,0.039215686274509796,0,-0.054402381,0,0.050065555555555565,0.025050000000000003,3,0.000589814,0.001501969,,,About atheists,TRUE,TRUE,0.079102477,0.024927981125012575,0.029051103064690727,0.0099799,0.013888889,-0.081723429,-0.012899575,-0.005034147,-0.014293535,-0.013804082,Atheists
